Hodnota,Pocet Vyskytu,Kumulativni cetnost,Relativni cetnost,CDF,PDF
0.42,26,15244,10162.6666666667,17.3333333333333,0.344649025189396
0.43,32,15276,10184,21.3333333333333,0.340912964909674
0.44,44,15320,10213.3333333333,29.3333333333333,0.337085384661071
0.45,33,15353,10235.3333333333,22,0.333170292126023
0.46,41,15394,10262.6666666667,27.3333333333333,0.32917175141066
0.47,30,15424,10282.6666666667,20,0.325093876062867
0.48,36,15460,10306.6666666667,24,0.320940822076568
0.49,26,15486,10324,17.3333333333333,0.316716780898756
0.5,28,15514,10342.6666666667,18.6666666666667,0.312425972455534
0.51,25,15539,10359.3333333333,16.6666666666667,0.308072638213206
0.52,33,15572,10381.3333333333,22,0.303661034290145
0.53,27,15599,10399.3333333333,18,0.299195424634812
0.54,26,15625,10416.6666666667,17.3333333333333,0.294680074284927
0.55,13,15638,10425.3333333333,8.66666666666667,0.290119242722323
0.56,18,15656,10437.3333333333,12,0.285517177337595
0.57,19,15675,10450,12.6666666666667,0.280878107018094
0.58,22,15697,10464.6666666667,14.6666666666667,0.27620623587232
0.59,21,15718,10478.6666666667,14,0.271505737103152
0.6,15,15733,10488.6666666667,10,0.266780747041788
0.61,16,15749,10499.3333333333,10.6666666666667,0.262035359353598
0.62,14,15763,10508.6666666667,9.33333333333333,0.257273619426471
0.63,20,15783,10522,13.3333333333333,0.25249951895153
0.64,23,15806,10537.3333333333,15.3333333333333,0.247716990705428
0.65,12,15818,10545.3333333333,8,0.242929903542677
0.66,14,15832,10554.6666666667,9.33333333333333,0.238142057605793
0.67,11,15843,10562,7.33333333333333,0.233357179760244
0.68,11,15854,10569.3333333333,7.33333333333333,0.228578919260507
0.69,16,15870,10580,10.6666666666667,0.22381084365273
0.7,8,15878,10585.3333333333,5.33333333333333,0.219056434918782
0.71,9,15887,10591.3333333333,6,0.214319085865719
0.72,11,15898,10598.6666666667,7.33333333333333,0.209602096763923
0.73,10,15908,10605.3333333333,6.66666666666667,0.204908672236456
0.74,9,15917,10611.3333333333,6,0.200241918401418
0.75,11,15928,10618.6666666667,7.33333333333333,0.195604840268375
0.76,13,15941,10627.3333333333,8.66666666666667,0.191000339389227
0.77,10,15951,10634,6.66666666666667,0.186431211763156
0.78,9,15960,10640,6,0.181900145994659
0.79,6,15966,10644,4,0.17740972170296
0.8,13,15979,10652.6666666667,8.66666666666667,0.172962408180498
0.81,6,15985,10656.6666666667,4,0.168560563297537
0.82,6,15991,10660.6666666667,4,0.164206432649377
0.83,11,16002,10668,7.33333333333333,0.159902148942048
0.84,7,16009,10672.6666666667,4.66666666666667,0.155649731611859
0.85,7,16016,10677.3333333333,4.66666666666667,0.151451086673628
0.86,9,16025,10683.3333333333,6,0.147308006791971
0.87,11,16036,10690.6666666667,7.33333333333333,0.14322217156953
0.88,10,16046,10697.3333333333,6.66666666666667,0.139195148045647
0.89,7,16053,10702,4.66666666666667,0.135228391398551
0.9,8,16061,10707.3333333333,5.33333333333333,0.131323245843803
0.91,6,16067,10711.3333333333,4,0.127480945721396
0.92,10,16077,10718,6.66666666666667,0.123702616763617
0.93,4,16081,10720.6666666667,2.66666666666667,0.11998927753552
0.94,6,16087,10724.6666666667,4,0.116341841039629
0.95,5,16092,10728,3.33333333333333,0.112761116476288
0.96,6,16098,10732,4,0.109247811150917
0.97,11,16109,10739.3333333333,7.33333333333333,0.105802532519301
0.98,10,16119,10746,6.66666666666667,0.102425790361927
0.99,7,16126,10750.6666666667,4.66666666666667,0.0991179990783348
1,2,16128,10752,1.33333333333333,0.0958794800923879
1.01,8,16136,10757.3333333333,5.33333333333333,0.0927104643593631
1.02,10,16146,10764,6.66666666666667,0.0896110949657887
1.03,5,16151,10767.3333333333,3.33333333333333,0.0865814298129888
1.04,3,16154,10769.3333333333,2,0.0836214443753732
1.05,7,16161,10774,4.66666666666667,0.0807310345246047
1.06,12,16173,10782,8,0.0779100194108986
1.07,5,16178,10785.3333333333,3.33333333333333,0.0751581443928491
1.08,8,16186,10790.6666666667,5.33333333333333,0.0724750840073473
1.09,4,16190,10793.3333333333,2.66666666666667,0.0698604449713358
1.1,4,16194,10796,2.66666666666667,0.0673137692073526
1.11,9,16203,10802,6,0.0648345368850368
1.12,12,16215,10810,8,0.0624221694710081
1.13,7,16222,10814.6666666667,4.66666666666667,0.0600760327797822
1.14,7,16229,10819.3333333333,4.66666666666667,0.0577954400186537
1.15,5,16234,10822.6666666667,3.33333333333333,0.0555796548197519
1.16,6,16240,10826.6666666667,4,0.0534278942527681
1.17,3,16243,10828.6666666667,2,0.0513393318121451
1.18,7,16250,10833.3333333333,4.66666666666667,0.0493131003728301
1.19,2,16252,10834.6666666667,1.33333333333333,0.0473482951090005
1.2,8,16260,10840,5.33333333333333,0.0454439763704906
1.21,3,16263,10842,2,0.043599172511967
1.22,4,16267,10844.6666666667,2.66666666666667,0.0418128826702242
1.23,1,16268,10845.3333333333,0.666666666666667,0.0400840794852964
1.24,8,16276,10850.6666666667,5.33333333333333,0.0384117117614063
1.25,4,16280,10853.3333333333,2.66666666666667,0.0367947070640941
1.26,5,16285,10856.6666666667,3.33333333333333,0.0352319742501943
1.27,7,16292,10861.3333333333,4.66666666666667,0.0337224059276429
1.28,2,16294,10862.6666666667,1.33333333333333,0.0322648808424152
1.29,4,16298,10865.3333333333,2.66666666666667,0.0308582661902031
1.3,4,16302,10868,2.66666666666667,0.0295014198507429
1.31,4,16306,10870.6666666667,2.66666666666667,0.0281931925430043
1.33,5,16311,10874,3.33333333333333,0.0257179744601716
1.34,3,16314,10876,2,0.0245486675798826
1.35,8,16322,10881.3333333333,5.33333333333333,0.0234233512572088
1.36,3,16325,10883.3333333333,2,0.0223408698757256
1.37,3,16328,10885.3333333333,2,0.021300071862632
1.38,1,16329,10886,0.666666666666667,0.0202998112630867
1.39,2,16331,10887.3333333333,1.33333333333333,0.0193389492307678
1.4,3,16334,10889.3333333333,2,0.0184163554351395
1.41,4,16338,10892,2.66666666666667,0.0175309093861104
1.42,1,16339,10892.6666666667,0.666666666666667,0.0166815016769554
1.43,2,16341,10894,1.33333333333333,0.0158670351465524
1.44,1,16342,10894.6666666667,0.666666666666667,0.0150864259621471
1.47,6,16348,10898.6666666667,4,0.0129371246463405
1.49,1,16349,10899.3333333333,0.666666666666667,0.0116543592836318
1.5,2,16351,10900.6666666667,1.33333333333333,0.0110549971552972
1.51,4,16355,10903.3333333333,2.66666666666667,0.0104823536957997
1.52,1,16356,10904,0.666666666666667,0.00993548165456006
1.53,3,16359,10906,2,0.00941345354560436
1.54,2,16361,10907.3333333333,1.33333333333333,0.00891536203063385
1.55,1,16362,10908,0.666666666666667,0.0084403202436505
1.56,3,16365,10910,2,0.00798746205946685
1.57,3,16368,10912,2,0.00755594230845481
1.58,5,16373,10915.3333333333,3.33333333333333,0.00714493693990685
1.59,1,16374,10916,0.666666666666667,0.00675364313639276
1.61,4,16378,10918.6666666667,2.66666666666667,0.00602708548332322
1.62,1,16379,10919.3333333333,0.666666666666667,0.00569032255611625
1.63,2,16381,10920.6666666667,1.33333333333333,0.00537027296238215
1.64,1,16382,10921.3333333333,0.666666666666667,0.00506624021780093
1.65,1,16383,10922,0.666666666666667,0.0047775488612452
1.66,1,16384,10922.6666666667,0.666666666666667,0.00450354429215758
1.68,2,16386,10924,1.33333333333333,0.00399708023049406
1.69,2,16388,10925.3333333333,1.33333333333333,0.00376341396313925
1.71,3,16391,10927.3333333333,2,0.00333234585872039
1.72,2,16393,10928.6666666667,1.33333333333333,0.00313385588834298
1.73,2,16395,10930,1.33333333333333,0.00294603508564516
1.74,1,16396,10930.6666666667,0.666666666666667,0.00276838667296789
1.75,2,16398,10932,1.33333333333333,0.00260043215032172
1.77,2,16400,10933.3333333333,1.33333333333333,0.00229177989872402
1.78,3,16403,10935.3333333333,2,0.00215021312313587
1.79,3,16406,10937.3333333333,2,0.00201660134304531
1.8,1,16407,10938,0.666666666666667,0.00189055161094242
1.83,4,16411,10940.6666666667,2.66666666666667,0.00155408098165462
1.84,1,16412,10941.3333333333,0.666666666666667,0.00145466134551792
1.85,1,16413,10942,0.666666666666667,0.00136106884530305
1.86,2,16415,10943.3333333333,1.33333333333333,0.00127299948959317
1.87,3,16418,10945.3333333333,2,0.00119016262442452
1.88,1,16419,10946,0.666666666666667,0.0011122805106111
1.89,4,16423,10948.6666666667,2.66666666666667,0.00103908790404475
1.9,2,16425,10950,1.33333333333333,0.000970331639730413
1.91,2,16427,10951.3333333333,1.33333333333333,0.000905770220256666
1.92,3,16430,10953.3333333333,2,0.000845173409344006
1.93,1,16431,10954,0.666666666666667,0.000788321831057618
1.94,4,16435,10956.6666666667,2.66666666666667,0.000735006575217314
1.95,2,16437,10958,1.33333333333333,0.000685028809485485
1.96,1,16438,10958.6666666667,0.666666666666667,0.000638199398563928
1.97,2,16440,10960,1.33333333333333,0.000594338530882561
1.98,2,16442,10961.3333333333,1.33333333333333,0.000553275353117271
1.99,1,16443,10962,0.666666666666667,0.000514847612830403
2,4,16447,10964.6666666667,2.66666666666667,0.000478901309485834
2.01,3,16450,10966.6666666667,2,0.000445290354051065
2.02,4,16454,10969.3333333333,2.66666666666667,0.000413876237361338
2.04,2,16456,10970.6666666667,1.33333333333333,0.000357120455499751
2.05,2,16458,10972,1.33333333333333,0.00033153681184504
2.07,4,16462,10974.6666666667,2.66666666666667,0.000285401099678447
2.09,2,16464,10976,1.33333333333333,0.000245300986377573
2.1,1,16465,10976.6666666667,0.666666666666667,0.000227282518641505
2.11,1,16466,10977.3333333333,0.666666666666667,0.000210505144529937
2.12,1,16467,10978,0.666666666666667,0.000194889901631195
2.13,1,16468,10978.6666666667,0.666666666666667,0.000180362356363394
2.15,2,16470,10980,1.33333333333333,0.000154293934670109
2.17,1,16471,10980.6666666667,0.666666666666667,0.000131786697481695
2.19,2,16473,10982,1.33333333333333,0.000112386478333497
2.21,1,16474,10982.6666666667,0.666666666666667,9.56921511379469E-05
2.22,1,16475,10983.3333333333,0.666666666666667,8.82474891683943E-05
2.23,1,16476,10984,0.666666666666667,8.13501465187477E-05
2.25,1,16477,10984.6666666667,0.666666666666667,6.90494348731334E-05
2.26,2,16479,10986,1.33333333333333,6.35778643889891E-05
2.27,1,16480,10986.6666666667,0.666666666666667,5.85169503639178E-05
2.28,2,16482,10988,1.33333333333333,5.38378087409528E-05
2.29,1,16483,10988.6666666667,0.666666666666667,4.95134294335705E-05
2.3,3,16486,10990.6666666667,2,4.55185670768452E-05
2.32,1,16487,10991.3333333333,0.666666666666667,3.8424617751251E-05
2.35,1,16488,10992,0.666666666666667,2.97143052035956E-05
2.36,2,16490,10993.3333333333,1.33333333333333,2.72527796425327E-05
2.38,1,16491,10994,0.666666666666667,2.28976588040741E-05
2.39,1,16492,10994.6666666667,0.666666666666667,2.09761668992929E-05
2.4,1,16493,10995.3333333333,0.666666666666667,1.92083969406557E-05
2.42,1,16494,10996,0.666666666666667,1.60883287104428E-05
2.43,1,16495,10996.6666666667,0.666666666666667,1.47151857395618E-05
2.46,2,16497,10998,1.33333333333333,1.12333644884819E-05
2.47,1,16498,10998.6666666667,0.666666666666667,1.02585135157551E-05
2.48,4,16502,11001.3333333333,2.66666666666667,9.36459416620245E-06
2.51,1,16503,11002,0.666666666666667,7.10693248976434E-06
2.55,1,16504,11002.6666666667,0.666666666666667,4.89281745821604E-06
2.56,1,16505,11003.3333333333,0.666666666666667,4.45249123925601E-06
2.61,2,16507,11004.6666666667,1.33333333333333,2.76231054593301E-06
2.63,1,16508,11005.3333333333,0.666666666666667,2.27588264985456E-06
2.64,1,16509,11006,0.666666666666667,2.06458828836346E-06
2.65,1,16510,11006.6666666667,0.666666666666667,1.8721773881943E-06
2.71,2,16512,11008,1.33333333333333,1.03242138076925E-06
2.75,1,16513,11008.6666666667,0.666666666666667,6.88857125134539E-07
2.77,1,16514,11009.3333333333,0.666666666666667,5.6136442635116E-07
2.78,1,16515,11010,0.666666666666667,5.06462934651339E-07
2.79,2,16517,11011.3333333333,1.33333333333333,4.56751926815368E-07
2.8,2,16519,11012.6666666667,1.33333333333333,4.11758952908284E-07
2.83,4,16523,11015.3333333333,2.66666666666667,3.00961324625552E-07
2.85,1,16524,11016,0.666666666666667,2.43728037230907E-07
2.86,1,16525,11016.6666666667,0.666666666666667,2.19203661633847E-07
2.89,1,16526,11017.3333333333,0.666666666666667,1.59094217584488E-07
2.93,2,16528,11018.6666666667,1.33333333333333,1.03200634513538E-07
2.99,1,16529,11019.3333333333,0.666666666666667,5.3287160551977E-08
3.02,1,16530,11020,0.666666666666667,3.80887656699204E-08
3.03,1,16531,11020.6666666667,0.666666666666667,3.40289244264951E-08
3.07,1,16532,11021.3333333333,0.666666666666667,2.15949863451322E-08
3.1,1,16533,11022,0.666666666666667,1.5291350953471E-08
3.11,1,16534,11022.6666666667,0.666666666666667,1.36187332539101E-08
3.14,1,16535,11023.3333333333,0.666666666666667,9.59818103336412E-09
3.15,2,16537,11024.6666666667,1.33333333333333,8.5349221020667E-09
3.28,1,16538,11025.3333333333,0.666666666666667,1.79003854847729E-09
3.29,2,16540,11026.6666666667,1.33333333333333,1.58304110952124E-09
3.3,1,16541,11027.3333333333,0.666666666666667,1.39943246353999E-09
3.37,1,16542,11028,0.666666666666667,5.83994251879646E-10
3.4,1,16543,11028.6666666667,0.666666666666667,3.99205259040684E-10
3.42,1,16544,11029.3333333333,0.666666666666667,3.09175033928389E-10
3.44,1,16545,11030,0.666666666666667,2.39073999715812E-10
3.48,1,16546,11030.6666666667,0.666666666666667,1.4228119663525E-10
3.52,1,16547,11031.3333333333,0.666666666666667,8.41476010289106E-11
3.53,1,16548,11032,0.666666666666667,7.37208189537487E-11
3.58,1,16549,11032.6666666667,0.666666666666667,3.78252090838212E-11
3.63,1,16550,11033.3333333333,0.666666666666667,1.92185699072724E-11
3.69,1,16551,11034,0.666666666666667,8.41854083417795E-12
3.73,2,16553,11035.3333333333,1.33333333333333,4.81777109306742E-12
3.75,2,16555,11036.6666666667,1.33333333333333,3.63605531496873E-12
3.76,1,16556,11037.3333333333,0.666666666666667,3.1569489137412E-12
3.87,1,16557,11038,0.666666666666667,6.50206804330262E-13
3.9,2,16559,11039.3333333333,1.33333333333333,4.19112348630587E-13
3.91,1,16560,11040,0.666666666666667,3.61756760681488E-13
4.05,1,16561,11040.6666666667,0.666666666666667,4.42351323178247E-14
4.28,1,16562,11041.3333333333,0.666666666666667,1.18591917306789E-15
4.29,1,16563,11042,0.666666666666667,1.00850737141334E-15
4.3,1,16564,11042.6666666667,0.666666666666667,8.57300358101594E-16
4.32,2,16566,11044,1.33333333333333,6.18772047912967E-16
4.44,1,16567,11044.6666666667,0.666666666666667,8.46509596736932E-17
4.51,1,16568,11045.3333333333,0.666666666666667,2.58453279043496E-17
4.52,1,16569,11046,0.666666666666667,2.17818465244016E-17
4.88,1,16570,11046.6666666667,0.666666666666667,3.55214928872242E-20
4.94,1,16571,11047.3333333333,0.666666666666667,1.16001416450505E-20
5.04,1,16572,11048,0.666666666666667,1.74105345161407E-21
5.05,1,16573,11048.6666666667,0.666666666666667,1.43718165648269E-21
5.09,1,16574,11049.3333333333,0.666666666666667,6.64674973549495E-22
5.31,1,16575,11050,0.666666666666667,8.55086030597024E-24
5.36,1,16576,11050.6666666667,0.666666666666667,3.09634377631615E-24
5.49,1,16577,11051.3333333333,0.666666666666667,2.10831112114192E-25
5.81,2,16579,11052.6666666667,1.33333333333333,2.13347676094823E-28
5.82,1,16580,11053.3333333333,0.666666666666667,1.70880691919711E-28
5.88,1,16581,11054,0.666666666666667,4.47457956009181E-29
6.06,1,16582,11054.6666666667,0.666666666666667,7.3823966955896E-31
6.18,1,16583,11055.3333333333,0.666666666666667,4.45878973908657E-32
6.21,1,16584,11056,0.666666666666667,2.19101618899883E-32
6.42,1,16585,11056.6666666667,0.666666666666667,1.37338110085332E-34
7.06,1,16586,11057.3333333333,0.666666666666667,9.15738107516609E-42
7.57,1,16587,11058,0.666666666666667,5.5550089836611E-48
8.03,1,16588,11058.6666666667,0.666666666666667,5.72422398341724E-54
8.59,1,16589,11059.3333333333,0.666666666666667,9.62824987062979E-62
8.89,1,16590,11060,0.666666666666667,3.97592972865532E-66
9.2,1,16591,11060.6666666667,0.666666666666667,8.09847108309855E-71
9.23,1,16592,11061.3333333333,0.666666666666667,2.79099380662893E-71
9.26,1,16593,11062,0.666666666666667,9.58482494976831E-72
9.27,1,16594,11062.6666666667,0.666666666666667,6.70685895877647E-72
11,1,16595,11063.3333333333,0.666666666666667,2.75883449101588E-101
11.01,1,16596,11064,0.666666666666667,1.8033104637539E-101
12.88,1,16597,11064.6666666667,0.666666666666667,5.44847504118907E-139
29.02,1,16598,11065.3333333333,0.666666666666667,0
