Hodnota,Pocet Vyskytu,Kumulativni cetnost,Relativni cetnost,CDF,PDF
1.16,22,14859,9906,14.6666666666667,0.368218192824242
1.17,22,14881,9920.66666666667,14.6666666666667,0.367263815254782
1.18,13,14894,9929.33333333333,8.66666666666667,0.366296762956146
1.19,20,14914,9942.66666666667,13.3333333333333,0.365317149179632
1.2,19,14933,9955.33333333333,12.6666666666667,0.364325088432319
1.21,14,14947,9964.66666666667,9.33333333333333,0.363320696454795
1.22,19,14966,9977.33333333333,12.6666666666667,0.36230409019868
1.23,22,14988,9992,14.6666666666667,0.361275387803978
1.24,13,15001,10000.6666666667,8.66666666666667,0.360234708576233
1.25,15,15016,10010.6666666667,10,0.359182172963513
1.26,13,15029,10019.3333333333,8.66666666666667,0.358117902533223
1.27,19,15048,10032,12.6666666666667,0.35704201994876
1.28,12,15060,10040,8,0.355954648945997
1.29,13,15073,10048.6666666667,8.66666666666667,0.354855914309634
1.3,12,15085,10056.6666666667,8,0.353745941849386
1.31,14,15099,10066,9.33333333333333,0.352624858376047
1.32,17,15116,10077.3333333333,11.3333333333333,0.351492791677409
1.33,17,15133,10088.6666666667,11.3333333333333,0.35034987049407
1.34,10,15143,10095.3333333333,6.66666666666667,0.349196224495103
1.35,21,15164,10109.3333333333,14,0.348031984253634
1.36,12,15176,10117.3333333333,8,0.346857281222295
1.37,10,15186,10124,6.66666666666667,0.345672247708584
1.38,13,15199,10132.6666666667,8.66666666666667,0.344477016850137
1.39,11,15210,10140,7.33333333333333,0.3432717225899
1.4,9,15219,10146,6,0.342056499651232
1.41,14,15233,10155.3333333333,9.33333333333333,0.340831483512925
1.42,12,15245,10163.3333333333,8,0.339596810384162
1.43,8,15253,10168.6666666667,5.33333333333333,0.338352617179409
1.44,13,15266,10177.3333333333,8.66666666666667,0.337099041493254
1.45,17,15283,10188.6666666667,11.3333333333333,0.335836221575197
1.46,18,15301,10200.6666666667,12,0.3345642963044
1.47,12,15313,10208.6666666667,8,0.333283405164395
1.48,10,15323,10215.3333333333,6.66666666666667,0.33199368821777
1.49,9,15332,10221.3333333333,6,0.330695286080824
1.5,15,15347,10231.3333333333,10,0.329388339898215
1.51,11,15358,10238.6666666667,7.33333333333333,0.328072991317588
1.52,13,15371,10247.3333333333,8.66666666666667,0.326749382464204
1.53,10,15381,10254,6.66666666666667,0.32541765591557
1.54,9,15390,10260,6,0.324077954676082
1.55,14,15404,10269.3333333333,9.33333333333333,0.322730422151672
1.56,10,15414,10276,6.66666666666667,0.321375202124486
1.57,4,15418,10278.6666666667,2.66666666666667,0.320012438727586
1.58,12,15430,10286.6666666667,8,0.318642276419686
1.59,10,15440,10293.3333333333,6.66666666666667,0.317264859959923
1.6,10,15450,10300,6.66666666666667,0.315880334382678
1.61,9,15459,10306,6,0.314488844972452
1.62,8,15467,10311.3333333333,5.33333333333333,0.313090537238788
1.63,8,15475,10316.6666666667,5.33333333333333,0.311685556891268
1.64,11,15486,10324,7.33333333333333,0.310274049814574
1.65,6,15492,10328,4,0.308856162043625
1.66,9,15501,10334,6,0.307432039738796
1.67,15,15516,10344,10,0.306001829161222
1.68,10,15526,10350.6666666667,6.66666666666667,0.304565676648194
1.69,15,15541,10360.6666666667,10,0.303123728588661
1.7,9,15550,10366.6666666667,6,0.301676131398822
1.71,8,15558,10372,5.33333333333333,0.300223031497843
1.72,8,15566,10377.3333333333,5.33333333333333,0.298764575283673
1.73,8,15574,10382.6666666667,5.33333333333333,0.297300909108995
1.74,10,15584,10389.3333333333,6.66666666666667,0.295832179257294
1.75,11,15595,10396.6666666667,7.33333333333333,0.294358531919056
1.76,16,15611,10407.3333333333,10.6666666666667,0.292880113168109
1.77,9,15620,10413.3333333333,6,0.291397068938096
1.78,8,15628,10418.6666666667,5.33333333333333,0.28990954499911
1.79,3,15631,10420.6666666667,2,0.28841768693446
1.8,5,15636,10424,3.33333333333333,0.286921640117613
1.81,6,15642,10428,4,0.285421549689284
1.82,5,15647,10431.3333333333,3.33333333333333,0.283917560534702
1.83,8,15655,10436.6666666667,5.33333333333333,0.282409817261035
1.84,3,15658,10438.6666666667,2,0.280898464175009
1.85,6,15664,10442.6666666667,4,0.279383645260686
1.86,11,15675,10450,7.33333333333333,0.277865504157445
1.87,5,15680,10453.3333333333,3.33333333333333,0.276344184138141
1.88,6,15686,10457.3333333333,4,0.274819828087465
1.89,3,15689,10459.3333333333,2,0.273292578480495
1.9,2,15691,10460.6666666667,1.33333333333333,0.271762577361459
1.91,5,15696,10464,3.33333333333333,0.270229966322692
1.92,9,15705,10470,6,0.268694886483814
1.93,9,15714,10476,6,0.26715747847112
1.94,8,15722,10481.3333333333,5.33333333333333,0.265617882397183
1.95,5,15727,10484.6666666667,3.33333333333333,0.264076237840686
1.96,6,15733,10488.6666666667,4,0.262532683826478
1.97,7,15740,10493.3333333333,4.66666666666667,0.260987358805856
1.98,4,15744,10496,2.66666666666667,0.259440400637084
1.99,3,15747,10498,2,0.257891946566147
2,5,15752,10501.3333333333,3.33333333333333,0.256342133207746
2.01,2,15754,10502.6666666667,1.33333333333333,0.254791096526534
2.02,4,15758,10505.3333333333,2.66666666666667,0.253238971818603
2.03,4,15762,10508,2.66666666666667,0.251685893693211
2.04,7,15769,10512.6666666667,4.66666666666667,0.250131996054774
2.05,8,15777,10518,5.33333333333333,0.248577412085104
2.06,8,15785,10523.3333333333,5.33333333333333,0.247022274225909
2.07,5,15790,10526.6666666667,3.33333333333333,0.245466714161553
2.08,9,15799,10532.6666666667,6,0.243910862802078
2.09,9,15808,10538.6666666667,6,0.2423548502665
2.1,5,15813,10542,3.33333333333333,0.240798805866359
2.11,9,15822,10548,6,0.239242858089557
2.12,5,15827,10551.3333333333,3.33333333333333,0.237687134584456
2.13,5,15832,10554.6666666667,3.33333333333333,0.236131762144255
2.14,5,15837,10558,3.33333333333333,0.234576866691652
2.15,4,15841,10560.6666666667,2.66666666666667,0.233022573263772
2.16,2,15843,10562,1.33333333333333,0.231469005997388
2.17,4,15847,10564.6666666667,2.66666666666667,0.229916288114422
2.18,5,15852,10568,3.33333333333333,0.228364541907725
2.19,6,15858,10572,4,0.226813888727151
2.2,7,15865,10576.6666666667,4.66666666666667,0.225264448965917
2.21,3,15868,10578.6666666667,2,0.223716342047252
2.22,5,15873,10582,3.33333333333333,0.222169686411334
2.23,4,15877,10584.6666666667,2.66666666666667,0.220624599502523
2.24,1,15878,10585.3333333333,0.666666666666667,0.219081197756887
2.25,7,15885,10590,4.66666666666667,0.217539596590022
2.26,4,15889,10592.6666666667,2.66666666666667,0.215999910385159
2.27,4,15893,10595.3333333333,2.66666666666667,0.214462252481587
2.28,9,15902,10601.3333333333,6,0.212926735163347
2.29,3,15905,10603.3333333333,2,0.211393469648246
2.3,3,15908,10605.3333333333,2,0.209862566077158
2.31,5,15913,10608.6666666667,3.33333333333333,0.208334133503623
2.32,5,15918,10612,3.33333333333333,0.20680827988375
2.33,1,15919,10612.6666666667,0.666666666666667,0.205285112066418
2.34,4,15923,10615.3333333333,2.66666666666667,0.203764735783774
2.35,4,15927,10618,2.66666666666667,0.202247255642032
2.36,2,15929,10619.3333333333,1.33333333333333,0.200732775112577
2.37,5,15934,10622.6666666667,3.33333333333333,0.19922139652336
2.38,8,15942,10628,5.33333333333333,0.1977132210506
2.39,7,15949,10632.6666666667,4.66666666666667,0.19620834871078
2.4,4,15953,10635.3333333333,2.66666666666667,0.194706878352949
2.41,5,15958,10638.6666666667,3.33333333333333,0.193208907651315
2.42,4,15962,10641.3333333333,2.66666666666667,0.191714533098144
2.43,2,15964,10642.6666666667,1.33333333333333,0.190223849996952
2.44,3,15967,10644.6666666667,2,0.188736952455994
2.45,3,15970,10646.6666666667,2,0.187253933382055
2.46,1,15971,10647.3333333333,0.666666666666667,0.185774884474533
2.47,2,15973,10648.6666666667,1.33333333333333,0.184299896219812
2.48,5,15978,10652,3.33333333333333,0.182829057885944
2.49,4,15982,10654.6666666667,2.66666666666667,0.181362457517604
2.5,3,15985,10656.6666666667,2,0.179900181931357
2.51,1,15986,10657.3333333333,0.666666666666667,0.178442316711201
2.52,4,15990,10660,2.66666666666667,0.176988946204406
2.53,1,15991,10660.6666666667,0.666666666666667,0.175540153517642
2.54,3,15994,10662.6666666667,2,0.17409602051339
2.56,3,15997,10664.6666666667,2,0.171222054761894
2.57,4,16001,10667.3333333333,2.66666666666667,0.169792379490383
2.58,5,16006,10670.6666666667,3.33333333333333,0.168367678847664
2.59,3,16009,10672.6666666667,2,0.16694802843142
2.6,2,16011,10674,1.33333333333333,0.165533502579565
2.61,2,16013,10675.3333333333,1.33333333333333,0.164124174368623
2.62,5,16018,10678.6666666667,3.33333333333333,0.16272011561238
2.63,4,16022,10681.3333333333,2.66666666666667,0.161321396860804
2.64,1,16023,10682,0.666666666666667,0.159928087399236
2.65,6,16029,10686,4,0.158540255247853
2.66,1,16030,10686.6666666667,0.666666666666667,0.15715796716139
2.67,4,16034,10689.3333333333,2.66666666666667,0.155781288629125
2.68,5,16039,10692.6666666667,3.33333333333333,0.154410283875131
2.69,4,16043,10695.3333333333,2.66666666666667,0.153045015858776
2.7,4,16047,10698,2.66666666666667,0.151685546275493
2.71,1,16048,10698.6666666667,0.666666666666667,0.150331935557785
2.72,1,16049,10699.3333333333,0.666666666666667,0.148984242876503
2.73,2,16051,10700.6666666667,1.33333333333333,0.147642526142349
2.74,1,16052,10701.3333333333,0.666666666666667,0.146306842007647
2.75,1,16053,10702,0.666666666666667,0.144977245868339
2.76,1,16054,10702.6666666667,0.666666666666667,0.143653791866233
2.77,3,16057,10704.6666666667,2,0.142336532891485
2.78,4,16061,10707.3333333333,2.66666666666667,0.141025520585315
2.79,10,16071,10714,6.66666666666667,0.139720805342955
2.8,3,16074,10716,2,0.138422436316833
2.81,3,16077,10718,2,0.13713046141997
2.82,2,16079,10719.3333333333,1.33333333333333,0.135844927329616
2.83,4,16083,10722,2.66666666666667,0.134565879491095
2.84,1,16084,10722.6666666667,0.666666666666667,0.133293362121873
2.85,6,16090,10726.6666666667,4,0.132027418215836
2.86,3,16093,10728.6666666667,2,0.130768089547789
2.87,1,16094,10729.3333333333,0.666666666666667,0.129515416678149
2.88,3,16097,10731.3333333333,2,0.128269438957859
2.89,3,16100,10733.3333333333,2,0.127030194533488
2.9,5,16105,10736.6666666667,3.33333333333333,0.125797720352543
2.91,2,16107,10738,1.33333333333333,0.124572052168969
2.92,1,16108,10738.6666666667,0.666666666666667,0.123353224548845
2.93,1,16109,10739.3333333333,0.666666666666667,0.122141270876268
2.94,5,16114,10742.6666666667,3.33333333333333,0.120936223359418
2.95,1,16115,10743.3333333333,0.666666666666667,0.119738113036815
2.96,3,16118,10745.3333333333,2,0.11854696978375
2.97,3,16121,10747.3333333333,2,0.117362822318886
2.98,1,16122,10748,0.666666666666667,0.116185698211044
2.99,5,16127,10751.3333333333,3.33333333333333,0.115015623886145
3,4,16131,10754,2.66666666666667,0.113852624634329
3.02,4,16135,10756.6666666667,2.66666666666667,0.111547946875396
3.03,2,16137,10758,1.33333333333333,0.11040631333591
3.04,2,16139,10759.3333333333,1.33333333333333,0.109271844820104
3.05,1,16140,10760,0.666666666666667,0.108144561051456
3.07,5,16145,10763.3333333333,3.33333333333333,0.105911621208656
3.08,2,16147,10764.6666666667,1.33333333333333,0.104805999165224
3.09,1,16148,10765.3333333333,0.666666666666667,0.103707629947159
3.11,2,16150,10766.6666666667,1.33333333333333,0.101532706369631
3.12,6,16156,10770.6666666667,4,0.100456177591278
3.13,1,16157,10771.3333333333,0.666666666666667,0.099386952818294
3.14,1,16158,10772,0.666666666666667,0.0983250422713099
3.15,5,16163,10775.3333333333,3.33333333333333,0.0972704551594038
3.16,1,16164,10776,0.666666666666667,0.0962231996893911
3.17,4,16168,10778.6666666667,2.66666666666667,0.095183283075225
3.18,2,16170,10780,1.33333333333333,0.0941507115474988
3.19,4,16174,10782.6666666667,2.66666666666667,0.0931254903630481
3.2,3,16177,10784.6666666667,2,0.09210762381465
3.21,1,16178,10785.3333333333,0.666666666666667,0.0910971152408136
3.22,2,16180,10786.6666666667,1.33333333333333,0.0900939670356617
3.23,2,16182,10788,1.33333333333333,0.089098180658897
3.24,1,16183,10788.6666666667,0.666666666666667,0.0881097566458519
3.26,1,16184,10789.3333333333,0.666666666666667,0.0861549932912462
3.27,3,16187,10791.3333333333,2,0.0851886504900318
3.28,3,16190,10793.3333333333,2,0.0842296631538529
3.31,1,16191,10794,0.666666666666667,0.081396790302185
3.32,2,16193,10795.3333333333,1.33333333333333,0.0804671769223541
3.33,3,16196,10797.3333333333,2,0.0795448908222718
3.34,2,16198,10798.6666666667,1.33333333333333,0.0786299238620532
3.36,3,16201,10800.6666666667,2,0.0768219107657822
3.38,3,16204,10802.6666666667,2,0.0750430565221338
3.39,1,16205,10803.3333333333,0.666666666666667,0.074164535214452
3.4,1,16206,10804,0.666666666666667,0.0732932675899966
3.41,2,16208,10805.3333333333,1.33333333333333,0.072429240071241
3.42,3,16211,10807.3333333333,2,0.0715724383475228
3.43,1,16212,10808,0.666666666666667,0.0707228473860393
3.44,3,16215,10810,2,0.069880451442862
3.45,1,16216,10810.6666666667,0.666666666666667,0.0690452340739664
3.46,1,16217,10811.3333333333,0.666666666666667,0.0682171781462748
3.48,2,16219,10812.6666666667,1.33333333333333,0.0665824787032496
3.49,2,16221,10814,1.33333333333333,0.0657757975760003
3.5,4,16225,10816.6666666667,2.66666666666667,0.0649762026882525
3.51,2,16227,10818,1.33333333333333,0.0641836736275499
3.52,4,16231,10820.6666666667,2.66666666666667,0.0633981893587476
3.53,4,16235,10823.3333333333,2.66666666666667,0.0626197282350662
3.54,3,16238,10825.3333333333,2,0.061848268009135
3.56,1,16239,10826,0.666666666666667,0.0603262583242612
3.58,1,16240,10826.6666666667,0.666666666666667,0.0588319707321658
3.59,1,16241,10827.3333333333,0.666666666666667,0.0580951610350821
3.6,1,16242,10828,0.666666666666667,0.0573652067557374
3.61,5,16247,10831.3333333333,3.33333333333333,0.0566420817505262
3.62,1,16248,10832,0.666666666666667,0.0559257593629605
3.63,4,16252,10834.6666666667,2.66666666666667,0.0552162124345162
3.64,2,16254,10836,1.33333333333333,0.0545134133154459
3.65,3,16257,10838,2,0.0538173338755561
3.66,1,16258,10838.6666666667,0.666666666666667,0.0531279455149453
3.67,2,16260,10840,1.33333333333333,0.0524452191747021
3.69,2,16262,10841.3333333333,1.33333333333333,0.0510996340885139
3.7,2,16264,10842.6666666667,1.33333333333333,0.050436715025373
3.71,1,16265,10843.3333333333,0.666666666666667,0.049780337369288
3.72,1,16266,10844,0.666666666666667,0.0491304699252105
3.73,2,16268,10845.3333333333,1.33333333333333,0.0484870811023069
3.76,3,16271,10847.3333333333,2,0.0465954647326459
3.77,2,16273,10848.6666666667,1.33333333333333,0.0459776669317331
3.78,2,16275,10850,1.33333333333333,0.0453661842215728
3.79,1,16276,10850.6666666667,0.666666666666667,0.0447609828521086
3.81,1,16277,10851.3333333333,0.666666666666667,0.0435692875223629
3.82,1,16278,10852,0.666666666666667,0.0429827244790045
3.83,2,16280,10853.3333333333,1.33333333333333,0.0424023046298382
3.84,2,16282,10854.6666666667,1.33333333333333,0.0418279927007912
3.85,2,16284,10856,1.33333333333333,0.0412597531422128
3.87,3,16287,10858,2,0.0401413476173351
3.88,2,16289,10859.3333333333,1.33333333333333,0.0395911092596267
3.89,2,16291,10860.6666666667,1.33333333333333,0.0390467985083331
3.9,1,16292,10861.3333333333,0.666666666666667,0.0385083785779867
3.91,1,16293,10862,0.666666666666667,0.037975812463826
3.92,2,16295,10863.3333333333,1.33333333333333,0.037449062950898
3.98,1,16296,10864,0.666666666666667,0.0344086062331105
3.99,1,16297,10864.6666666667,0.666666666666667,0.0339215151269799
4,1,16298,10865.3333333333,0.666666666666667,0.0334399364001616
4.01,2,16300,10866.6666666667,1.33333333333333,0.0329638313416392
4.02,1,16301,10867.3333333333,0.666666666666667,0.0324931611165258
4.03,2,16303,10868.6666666667,1.33333333333333,0.0320278867742055
4.05,2,16305,10870,1.33333333333333,0.0311133694050367
4.06,2,16307,10871.3333333333,1.33333333333333,0.0306640479702881
4.07,1,16308,10872,0.666666666666667,0.0302199656181634
4.08,1,16309,10872.6666666667,0.666666666666667,0.0297810829382706
4.09,2,16311,10874,1.33333333333333,0.0293473604513773
4.1,3,16314,10876,2,0.028918758616893
4.11,1,16315,10876.6666666667,0.666666666666667,0.0284952378402556
4.12,2,16317,10878,1.33333333333333,0.0280767584802215
4.14,2,16319,10879.3333333333,1.33333333333333,0.0272547652546376
4.16,2,16321,10880.6666666667,1.33333333333333,0.0264524611474405
4.17,1,16322,10881.3333333333,0.666666666666667,0.02605859311593
4.19,3,16325,10883.3333333333,2,0.0252852262351569
4.2,3,16328,10885.3333333333,2,0.0249056478498236
4.21,3,16331,10887.3333333333,2,0.0245307531637481
4.22,1,16332,10888,0.666666666666667,0.0241605024483102
4.23,1,16333,10888.6666666667,0.666666666666667,0.0237948560019299
4.24,2,16335,10890,1.33333333333333,0.0234337741561772
4.25,2,16337,10891.3333333333,1.33333333333333,0.0230772172817819
4.26,1,16338,10892,0.666666666666667,0.022725145794545
4.31,4,16342,10894.6666666667,2.66666666666667,0.0210306875977491
4.33,1,16343,10895.3333333333,0.666666666666667,0.020382923255991
4.34,1,16344,10896,0.666666666666667,0.020065317115679
4.35,1,16345,10896.6666666667,0.666666666666667,0.0197518430593116
4.37,1,16346,10897.3333333333,0.666666666666667,0.0191371359815423
4.38,1,16347,10898,0.666666666666667,0.0188358256154011
4.39,2,16349,10899.3333333333,1.33333333333333,0.0185384926530958
4.41,1,16350,10900,0.666666666666667,0.0179556055108885
4.42,1,16351,10900.6666666667,0.666666666666667,0.0176699749256339
4.44,1,16352,10901.3333333333,0.666666666666667,0.0171101496860481
4.45,2,16354,10902.6666666667,1.33333333333333,0.016835879421924
4.47,2,16356,10904,1.33333333333333,0.016298435645062
4.48,1,16357,10904.6666666667,0.666666666666667,0.0160351873904538
4.49,1,16358,10905.3333333333,0.666666666666667,0.0157755386515312
4.5,1,16359,10906,0.666666666666667,0.0155194524443876
4.53,2,16361,10907.3333333333,1.33333333333333,0.0147722016134408
4.55,1,16362,10908,0.666666666666667,0.0142911764238375
4.57,1,16363,10908.6666666667,0.666666666666667,0.013823527938103
4.58,2,16365,10910,1.33333333333333,0.0135946306085854
4.6,1,16366,10910.6666666667,0.666666666666667,0.0131465126939054
4.61,1,16367,10911.3333333333,0.666666666666667,0.0129272218440024
4.62,1,16368,10912,0.666666666666667,0.0127110632109991
4.63,1,16369,10912.6666666667,0.666666666666667,0.0124980021489362
4.64,1,16370,10913.3333333333,0.666666666666667,0.0122880042108135
4.67,1,16371,10914,0.666666666666667,0.0116760477025336
4.68,2,16373,10915.3333333333,1.33333333333333,0.0114779618487109
4.7,1,16374,10916,0.666666666666667,0.0110904387883839
4.73,1,16375,10916.6666666667,0.666666666666667,0.0105302809183952
4.76,1,16376,10917.3333333333,0.666666666666667,0.00999469497247681
4.77,1,16377,10918,0.666666666666667,0.00982147736522537
4.79,1,16378,10918.6666666667,0.666666666666667,0.00948281965528497
4.82,1,16379,10919.3333333333,0.666666666666667,0.0089938118387677
4.83,2,16381,10920.6666666667,1.33333333333333,0.00883574782807623
4.84,1,16382,10921.3333333333,0.666666666666667,0.00868010278371613
4.85,1,16383,10922,0.666666666666667,0.00852684685430243
4.87,1,16384,10922.6666666667,0.666666666666667,0.00822738409887412
4.88,1,16385,10923.3333333333,0.666666666666667,0.00808111873637214
4.9,1,16386,10924,0.666666666666667,0.00779537546006464
4.91,1,16387,10924.6666666667,0.666666666666667,0.00765584041974885
4.94,1,16388,10925.3333333333,0.666666666666667,0.00725024389216916
4.96,2,16390,10926.6666666667,1.33333333333333,0.00699040994134909
4.98,1,16391,10927.3333333333,0.666666666666667,0.00673877310055906
5,2,16393,10928.6666666667,1.33333333333333,0.00649512004036696
5.01,1,16394,10929.3333333333,0.666666666666667,0.00637622180335238
5.02,2,16396,10930.6666666667,1.33333333333333,0.00625924123763747
5.05,1,16397,10931.3333333333,0.666666666666667,0.0059195507966876
5.07,1,16398,10932,0.666666666666667,0.00570221593082697
5.08,3,16401,10934,2,0.00559621218430214
5.11,1,16402,10934.6666666667,0.666666666666667,0.00528856629897398
5.12,2,16404,10936,1.33333333333333,0.00518939377484055
5.13,4,16408,10938.6666666667,2.66666666666667,0.00509187038228678
5.14,1,16409,10939.3333333333,0.666666666666667,0.0049959731195844
5.15,2,16411,10940.6666666667,1.33333333333333,0.00490167921789968
5.17,1,16412,10941.3333333333,0.666666666666667,0.00471781158275332
5.18,1,16413,10942,0.666666666666667,0.00462819347002283
5.19,2,16415,10943.3333333333,1.33333333333333,0.00454008995828873
5.2,2,16417,10944.6666666667,1.33333333333333,0.00445347943266673
5.21,1,16418,10945.3333333333,0.666666666666667,0.00436834050672291
5.23,1,16419,10946,0.666666666666667,0.00420239304522965
5.24,1,16420,10946.6666666667,0.666666666666667,0.00412154287122474
5.26,1,16421,10947.3333333333,0.666666666666667,0.0039639872283551
5.27,2,16423,10948.6666666667,1.33333333333333,0.003887241467195
