Hodnota,Pocet Vyskytu,Kumulativni cetnost,Relativni cetnost,CDF,PDF
0.39,14,16276,10850.6666666667,9.33333333333333,0.0770982286165032
0.4,7,16283,10855.3333333333,4.66666666666667,0.06993259137253
0.41,14,16297,10864.6666666667,9.33333333333333,0.063254836013832
0.42,9,16306,10870.6666666667,6,0.0570540841262785
0.43,12,16318,10878.6666666667,8,0.0513166896897643
0.44,8,16326,10884,5.33333333333333,0.0460266556627555
0.45,6,16332,10888,4,0.0411660405514503
0.46,8,16340,10893.3333333333,5.33333333333333,0.0367153494807043
0.47,10,16350,10900,6.66666666666667,0.0326539051295313
0.48,4,16354,10902.6666666667,2.66666666666667,0.0289601947510786
0.49,6,16360,10906.6666666667,4,0.0256121903438559
0.5,6,16366,10910.6666666667,4,0.0225876398585819
0.51,6,16372,10914.6666666667,4,0.0198643280970489
0.52,6,16378,10918.6666666667,4,0.01742030667263
0.53,7,16385,10923.3333333333,4.66666666666667,0.0152340930462672
0.54,4,16389,10926,2.66666666666667,0.0132848392197524
0.55,4,16393,10928.6666666667,2.66666666666667,0.0115524711555
0.56,3,16396,10930.6666666667,2,0.0100178003970827
0.57,4,16400,10933.3333333333,2.66666666666667,0.00866260968820959
0.58,4,16404,10936,2.66666666666667,0.00746971463228552
0.59,7,16411,10940.6666666667,4.66666666666667,0.00642300360461721
0.6,2,16413,10942,1.33333333333333,0.00550745823053027
0.61,8,16421,10947.3333333333,5.33333333333333,0.00470915678195054
0.62,3,16424,10949.3333333333,2,0.00401526282989519
0.63,2,16426,10950.6666666667,1.33333333333333,0.00341400142871094
0.64,3,16429,10952.6666666667,2,0.00289462500778669
0.65,5,16434,10956,3.33333333333333,0.00244737101571611
0.66,4,16438,10958.6666666667,2.66666666666667,0.00206341320801006
0.67,3,16441,10960.6666666667,2,0.00173480829946812
0.68,3,16444,10962.6666666667,2,0.00145443952259261
0.69,6,16450,10966.6666666667,4,0.00121595844962831
0.7,5,16455,10970,3.33333333333333,0.001013726252831
0.71,3,16458,10972,2,0.000842755399513602
0.72,3,16461,10974,2,0.000698652608618134
0.73,5,16466,10977.3333333333,3.33333333333333,0.000577563736593757
0.74,3,16469,10979.3333333333,2,0.000476121114105094
0.75,3,16472,10981.3333333333,2,0.000391393722793253
0.76,2,16474,10982.6666666667,1.33333333333333,0.000320840483641322
0.77,7,16481,10987.3333333333,4.66666666666667,0.000262266825644089
0.78,4,16485,10990,2.66666666666667,0.000213784615226362
0.79,3,16488,10992,2,0.000173775452640542
0.8,2,16490,10993.3333333333,1.33333333333333,0.000140857280589099
0.82,4,16494,10996,2.66666666666667,9.1769362688324E-05
0.83,3,16497,10998,2,7.37607392304269E-05
0.84,2,16499,10999.3333333333,1.33333333333333,5.9119628550108E-05
0.85,1,16500,11000,0.666666666666667,4.72516549702295E-05
0.86,1,16501,11000.6666666667,0.666666666666667,3.76600803896021E-05
0.87,3,16504,11002.6666666667,2,2.99312154174776E-05
0.88,1,16505,11003.3333333333,0.666666666666667,2.37217297402974E-05
0.89,2,16507,11004.6666666667,1.33333333333333,1.87476676555922E-05
0.9,2,16509,11006,1.33333333333333,1.47749843545421E-05
0.91,1,16510,11006.6666666667,0.666666666666667,1.161142989722E-05
0.93,1,16511,11007.3333333333,0.666666666666667,7.11114817160346E-06
0.94,2,16513,11008.6666666667,1.33333333333333,5.54159874773638E-06
0.96,2,16515,11010,1.33333333333333,3.33704795214385E-06
0.98,1,16516,11010.6666666667,0.666666666666667,1.98703438810122E-06
0.99,2,16518,11012,1.33333333333333,1.52684583227805E-06
1,2,16520,11013.3333333333,1.33333333333333,1.16994079285683E-06
1.01,1,16521,11014,0.666666666666667,8.93946382432029E-07
1.02,3,16524,11016,2,6.81142454114447E-07
1.03,2,16526,11017.3333333333,1.33333333333333,5.17539282619081E-07
1.04,1,16527,11018,0.666666666666667,3.92127752756111E-07
1.05,1,16528,11018.6666666667,0.666666666666667,2.96272084244945E-07
1.06,1,16529,11019.3333333333,0.666666666666667,2.23219831615396E-07
1.07,2,16531,11020.6666666667,1.33333333333333,1.67707973397153E-07
1.09,3,16534,11022.6666666667,2,9.38711750075646E-08
1.1,2,16536,11024,1.33333333333333,6.99342404665765E-08
1.12,1,16537,11024.6666666667,0.666666666666667,3.84894542442242E-08
1.13,3,16540,11026.6666666667,2,2.84338740462995E-08
1.14,1,16541,11027.3333333333,0.666666666666667,2.0946391124616E-08
1.16,2,16543,11028.6666666667,1.33333333333333,1.12717728762771E-08
1.18,2,16545,11030,1.33333333333333,5.99778390945153E-09
1.21,2,16547,11031.3333333333,1.33333333333333,2.27945161144863E-09
1.23,2,16549,11032.6666666667,1.33333333333333,1.17928255823272E-09
1.26,1,16550,11033.3333333333,0.666666666666667,4.29675713225344E-10
1.29,1,16551,11034,0.666666666666667,1.52641898487292E-10
1.3,1,16552,11034.6666666667,0.666666666666667,1.07500180194779E-10
1.32,1,16553,11035.3333333333,0.666666666666667,5.28709035598489E-11
1.33,1,16554,11036,0.666666666666667,3.69223078938026E-11
1.37,2,16556,11037.3333333333,1.33333333333333,8.53819717795746E-12
1.38,2,16558,11038.6666666667,1.33333333333333,5.879396415085E-12
1.41,1,16559,11039.3333333333,0.666666666666667,1.88758179623102E-12
1.42,1,16560,11040,0.666666666666667,1.28525087605774E-12
1.47,1,16561,11040.6666666667,0.666666666666667,1.80335786453616E-13
1.48,1,16562,11041.3333333333,0.666666666666667,1.20736169664031E-13
1.51,1,16563,11042,0.666666666666667,3.5626828912232E-14
1.62,2,16565,11043.3333333333,1.33333333333333,3.26736485497227E-16
1.63,1,16566,11044,0.666666666666667,2.09718371932768E-16
1.67,2,16568,11045.3333333333,1.33333333333333,3.46083398723693E-17
1.68,1,16569,11046,0.666666666666667,2.1903527765422E-17
1.73,1,16570,11046.6666666667,0.666666666666667,2.13237675036318E-18
1.74,1,16571,11047.3333333333,0.666666666666667,1.32699897266351E-18
1.75,1,16572,11048,0.666666666666667,8.23485821109139E-19
1.78,1,16573,11048.6666666667,0.666666666666667,1.93502281892703E-19
1.79,1,16574,11049.3333333333,0.666666666666667,1.18737307063406E-19
1.82,1,16575,11050,0.666666666666667,2.69751491666783E-20
1.83,1,16576,11050.6666666667,0.666666666666667,1.63674311994337E-20
1.92,1,16577,11051.3333333333,0.666666666666667,1.60760982615161E-22
1.93,1,16578,11052,0.666666666666667,9.48388400519694E-23
2.01,1,16579,11052.6666666667,0.666666666666667,1.25739280433375E-24
2.02,1,16580,11053.3333333333,0.666666666666667,7.23246887636725E-25
2.05,2,16582,11054.6666666667,1.33333333333333,1.35333941045914E-25
2.12,1,16583,11055.3333333333,0.666666666666667,2.45630119206757E-27
2.15,1,16584,11056,0.666666666666667,4.22443383024448E-28
2.26,1,16585,11056.6666666667,0.666666666666667,5.35215166349743E-31
2.31,1,16586,11057.3333333333,0.666666666666667,2.30545549450494E-32
2.46,1,16587,11058,0.666666666666667,1.20858005574085E-36
2.52,1,16588,11058.6666666667,0.666666666666667,1.96405227858666E-38
2.75,1,16589,11059.3333333333,0.666666666666667,1.06564074533048E-45
2.85,1,16590,11060,0.666666666666667,4.64725464328972E-49
2.9,1,16591,11060.6666666667,0.666666666666667,8.73368889599458E-51
2.93,1,16592,11061.3333333333,0.666666666666667,7.77938314087459E-52
2.96,1,16593,11062,0.666666666666667,6.75620200459601E-53
3.31,1,16594,11062.6666666667,0.666666666666667,4.33014451675342E-66
4.14,1,16595,11063.3333333333,0.666666666666667,2.34423323027412E-103
7.53,1,16596,11064,0.666666666666667,0
8.46,1,16597,11064.6666666667,0.666666666666667,0
10.57,1,16598,11065.3333333333,0.666666666666667,0
